card_id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
1611,1656,Mastercard,Debit,5633119819093513,2024-03-01,914,YES,1,16415,2020-02-01,2020,No
1612,568,Mastercard,Debit,5938598749066574,2020-02-01,412,YES,2,1926,2020-02-01,2020,No
1050,1373,Mastercard,Credit,5105665544771126,2020-08-01,485,NO,1,11000,2005-02-01,2013,No
4074,1373,Amex,Credit,339152347601252,2024-07-01,985,YES,2,5700,2019-07-01,2019,No
1194,667,Visa,Debit,4793849043206027,2019-11-01,994,YES,1,26024,2009-02-01,2013,No
5063,667,Visa,Debit,4671059630101376,2024-03-01,853,YES,2,4599,2006-10-01,2013,No
5408,667,Mastercard,Debit,5308236765304856,2020-04-01,123,YES,2,8522,2004-11-01,2015,No
4563,667,Visa,Debit,4223920442824595,2023-08-01,77,YES,2,45854,2004-09-01,2013,No
5891,667,Mastercard,Debit,5734290503257917,2024-04-01,170,YES,1,38194,2007-12-01,2012,No
2929,480,Mastercard,Debit,5620895880327854,2022-09-01,944,YES,1,51051,2007-05-01,2012,No
5409,480,Mastercard,Credit,5663590882219205,2020-01-01,673,NO,1,30800,2004-11-01,2007,No
4872,480,Mastercard,Credit,5820692615463304,2023-08-01,905,YES,2,23400,2014-09-01,2014,No
3388,480,Mastercard,Credit,5732115154614439,2022-01-01,821,YES,2,24800,2008-06-01,2013,No
5607,480,Mastercard,Debit (Prepaid),5990674029501133,2023-03-01,331,YES,1,48,2010-11-01,2012,No
4670,480,Mastercard,Credit,5178103003337414,2024-07-01,944,YES,2,8700,2008-09-01,2011,No
2764,569,Visa,Credit,4345309820081331,2022-08-01,761,YES,2,5900,2016-04-01,2016,No
5608,1600,Mastercard,Debit,5986596679422097,2021-03-01,556,YES,2,5059,2010-11-01,2010,No
5050,1600,Mastercard,Debit,5580555303942267,2021-05-01,975,YES,2,22446,2006-10-01,2012,No
4251,1600,Mastercard,Debit,5981687076393979,2023-08-01,248,YES,1,48754,2008-08-01,2013,No
3498,1063,Visa,Credit,4724626131573867,2023-06-01,408,YES,1,9300,2010-06-01,2010,No
2015,1063,Visa,Debit,4272145779221857,2022-12-01,960,YES,2,15265,2000-03-01,2009,No
400,1063,Amex,Credit,321238694524282,2022-11-01,959,YES,2,12500,2020-01-01,2020,No
5683,1063,Mastercard,Debit,5487742107326265,2015-07-01,71,YES,1,28805,2013-11-01,2013,No
1009,1063,Amex,Credit,366720676943558,2003-11-01,14,YES,1,9800,2003-02-01,2013,No
3850,32,Mastercard,Credit,5874079264605271,2012-05-01,569,YES,1,11600,2008-07-01,2012,No
5382,32,Mastercard,Debit,5800646935618683,2023-12-01,606,YES,2,26501,2002-11-01,2019,No
3475,32,Mastercard,Debit,5694871166428059,2020-12-01,965,NO,2,11121,2010-06-01,2013,No
1087,32,Mastercard,Debit,5666612651246367,2021-04-01,633,YES,2,2352,2006-02-01,2012,No
576,1040,Mastercard,Debit,5888304398785419,2020-02-01,957,YES,1,62317,2020-01-01,2020,No
401,1040,Amex,Credit,373001607540829,2020-07-01,141,YES,2,16400,2020-01-01,2020,No
4798,396,Visa,Debit (Prepaid),4449334595737957,2023-02-01,963,NO,2,65,2010-09-01,2011,No
2785,396,Visa,Debit (Prepaid),4976990803040923,2020-02-01,280,YES,1,63,2018-04-01,2018,No
4911,396,Mastercard,Debit (Prepaid),5855912828685060,2020-10-01,998,NO,1,69,2017-09-01,2017,No
5395,396,Visa,Credit,4481459177871867,2003-11-01,407,YES,2,36900,2003-11-01,2014,No
4300,396,Visa,Debit,4534286446272162,2024-10-01,909,YES,2,10875,2009-08-01,2020,No
999,1498,Mastercard,Debit (Prepaid),5909422442877722,2024-12-01,904,YES,2,65,2002-02-01,2008,No
3735,1498,Mastercard,Debit (Prepaid),5031500070846562,2023-04-01,242,YES,2,76,2005-07-01,2010,No
577,1498,Mastercard,Debit,5467709707043932,2024-03-01,414,YES,2,15781,2020-01-01,2020,No
2232,1498,Visa,Debit,4138930585575377,2019-06-01,145,YES,1,22227,2009-03-01,2010,No
1613,104,Mastercard,Debit,5142639208685540,2020-02-01,219,YES,2,4924,2020-02-01,2020,No
3161,104,Discover,Credit,6464999389821775,2020-09-01,611,YES,1,6300,2015-05-01,2015,No
4205,104,Mastercard,Credit,5510383883718886,2024-05-01,39,NO,1,8000,2007-08-01,2020,No
835,1062,Visa,Debit,4704183403153635,2020-02-01,877,NO,1,18432,2020-01-01,2020,No
1390,1062,Mastercard,Debit (Prepaid),5959889429403771,2020-02-01,978,YES,2,86,2019-02-01,2019,No
4363,1062,Mastercard,Debit,5880409088686139,2020-09-01,549,YES,2,11666,2011-08-01,2011,No
1409,1845,Amex,Credit,327497948507859,2020-02-01,829,YES,1,22900,2020-02-01,2020,No
5892,1657,Mastercard,Credit,5806776060660016,2021-06-01,573,YES,1,7800,2007-12-01,2007,No
2183,1106,Mastercard,Debit,5807306830246695,2023-08-01,218,YES,1,10462,2008-03-01,2015,No
3964,1106,Amex,Credit,355949624026502,2012-12-01,895,YES,2,11000,2011-07-01,2011,No
2335,1106,Visa,Debit,4093331419395756,2023-12-01,813,YES,1,16927,2014-03-01,2014,No
2550,1867,Visa,Debit (Prepaid),4562657491942638,2015-04-01,23,YES,2,96,2007-04-01,2015,No
5238,1045,Mastercard,Debit (Prepaid),5957384655695394,2021-07-01,529,YES,1,95,2011-10-01,2011,No
5462,1786,Mastercard,Credit,5280439372458362,2023-03-01,656,YES,2,2400,2006-11-01,2010,No
2250,1786,Mastercard,Debit,5212105993740368,2023-09-01,749,YES,1,12127,2010-03-01,2010,No
5463,1786,Mastercard,Credit,5639561447744152,2020-11-01,247,YES,1,18400,2006-11-01,2014,No
1000,1786,Mastercard,Debit,5532586114473893,2024-09-01,288,YES,1,8273,2002-02-01,2009,No
3789,1786,Visa,Debit,4664101203758468,2022-01-01,79,YES,2,16641,2006-07-01,2014,No
2392,1569,Visa,Credit,4294423018570255,2022-03-01,724,YES,1,10300,1993-04-01,2013,No
4109,1569,Mastercard,Debit,5176230872859772,2020-05-01,560,NO,2,13841,2002-08-01,2010,No
2458,1569,Mastercard,Debit,5837677839033846,2024-07-01,153,YES,2,2054,2004-04-01,2015,No
5098,1569,Visa,Credit,4642362910157968,2022-09-01,415,YES,2,5100,2007-10-01,2011,No
3519,899,Mastercard,Debit,5972582186298210,2016-02-01,369,NO,1,22172,2011-06-01,2016,No
2429,1595,Mastercard,Debit,5755792909736498,2023-08-01,338,YES,1,17749,2002-04-01,2011,No
2472,1595,Visa,Credit,4800542079346441,2021-09-01,673,YES,1,12700,2004-04-01,2011,No
1447,446,Discover,Credit,6154268030880322,2020-02-01,171,YES,2,11100,2020-02-01,2020,No
3581,53,Mastercard,Debit,5671275511039267,2024-07-01,152,NO,2,16923,2014-06-01,2014,No
3267,53,Amex,Credit,311447548311580,2020-04-01,560,YES,1,14800,2004-06-01,2010,No
4620,53,Visa,Debit (Prepaid),4555062684626836,2009-09-01,63,YES,1,49,2006-09-01,2011,No
1410,1136,Amex,Credit,349691331721092,2020-07-01,122,YES,1,19000,2020-02-01,2020,No
1614,1136,Mastercard,Debit,5672629395790529,2022-04-01,509,YES,2,22067,2020-02-01,2020,No
1885,1136,Visa,Credit,4499074473589645,2023-01-01,333,YES,2,11500,2020-02-01,2020,No
1159,551,Visa,Debit,4527984307819255,2012-03-01,502,YES,2,19017,2008-02-01,2012,No
4637,551,Mastercard,Debit,5830088551579353,2023-08-01,234,YES,2,13863,2007-09-01,2014,No
3341,551,Discover,Credit,6207684045556324,2008-06-01,297,YES,2,400,2007-06-01,2010,No
2795,1491,Visa,Credit,4478225264154010,2006-03-01,285,YES,2,5100,1997-05-01,2010,No
5410,1491,Mastercard,Debit,5791246266185470,2024-02-01,833,YES,1,17620,2004-11-01,2011,No
5732,1491,Mastercard,Debit,5388327407245086,2018-12-01,809,YES,2,23572,2017-11-01,2017,No
3019,1491,Visa,Debit,4844854154690497,2023-05-01,285,YES,2,20773,2009-05-01,2011,No
1249,330,Visa,Debit,4013218758934399,2012-10-01,551,YES,2,25124,2010-02-01,2010,No
2402,392,Mastercard,Debit,5397399966487868,2023-08-01,71,YES,1,19465,1998-04-01,2012,No
4380,392,Visa,Credit,4634733858816477,2021-12-01,388,YES,1,14100,2011-08-01,2013,No
3307,392,Visa,Debit (Prepaid),4935298479806419,2022-08-01,570,YES,2,32,2005-06-01,2012,No
5153,1144,Mastercard,Debit,5270047889650775,2024-09-01,586,YES,2,16109,2009-10-01,2009,No
4172,1144,Discover,Credit,6163698170878871,2010-01-01,324,YES,1,8100,2006-08-01,2008,No
4141,1144,Visa,Debit,4133372133177612,2024-04-01,36,YES,2,16454,2004-08-01,2010,No
2223,1144,Mastercard,Credit,5519338595052196,2024-04-01,968,YES,2,7300,2009-03-01,2010,No
2459,1163,Mastercard,Debit (Prepaid),5611180263447982,2020-04-01,946,NO,2,46,2004-04-01,2010,No
2275,1163,Mastercard,Credit,5056525550531002,2022-07-01,251,YES,2,22200,2011-03-01,2011,No
4236,1163,Amex,Credit,337414078660495,2024-06-01,833,YES,1,26900,2008-08-01,2009,No
5227,230,Amex,Credit,327212376390677,2023-08-01,611,YES,2,8700,2011-10-01,2013,No
5788,230,Amex,Credit,389676870614061,2022-10-01,391,YES,2,4000,2003-12-01,2006,No
5893,230,Mastercard,Credit,5761118180884911,2020-02-01,236,YES,1,7200,2007-12-01,2012,No
5033,230,Visa,Debit,4440890128195970,2022-09-01,434,NO,2,14362,2005-10-01,2006,No
1301,1066,Mastercard,Debit,5803246848212927,2023-08-01,269,YES,2,20060,2012-02-01,2012,No
1126,1066,Visa,Debit,4623474503708079,2022-11-01,960,YES,2,17309,2007-02-01,2010,No
2460,460,Mastercard,Debit,5024786214713145,2022-09-01,877,YES,1,38354,2004-04-01,2010,No
3805,460,Mastercard,Debit,5504734087292061,2023-09-01,435,YES,2,49107,2007-07-01,2011,No
5470,460,Visa,Debit,4858755901764608,2020-10-01,766,YES,1,8468,2006-11-01,2010,No
4534,460,Mastercard,Debit,5577008661015609,2024-02-01,114,YES,1,28877,2003-09-01,2017,No
5252,1661,Visa,Debit,4835541986783117,2020-02-01,417,YES,1,33713,2011-10-01,2011,No
5983,1661,Visa,Credit,4294634745639513,2020-09-01,644,YES,1,25600,2009-12-01,2009,No
5993,1926,Discover,Credit,6892639215588426,2020-07-01,873,YES,1,9100,2010-12-01,2013,No
1160,1926,Visa,Debit,4833362009066626,2023-09-01,611,NO,2,793,2008-02-01,2008,No
5439,1926,Visa,Credit,4661245088949274,2022-02-01,138,YES,2,4200,2005-11-01,2011,No
2417,27,Mastercard,Credit,5054102481336555,2023-06-01,835,YES,2,9900,2001-04-01,2007,No
5383,27,Visa,Debit,4102856768520788,2022-05-01,534,YES,1,15082,2002-11-01,2006,No
2631,27,Discover,Credit,6392121692006580,2023-11-01,277,YES,1,13100,2010-04-01,2013,No
5025,27,Mastercard,Debit,5844706815586007,2022-02-01,961,YES,2,1385,2005-10-01,2012,No
1051,27,Mastercard,Debit,5596899870960481,2022-06-01,269,YES,2,26506,2005-02-01,2008,No
3055,27,Mastercard,Debit,5876088623884858,2014-12-01,299,NO,1,10488,2010-05-01,2010,No
578,27,Mastercard,Credit,5098820482811220,2022-03-01,546,YES,2,7000,2020-01-01,2020,No
4035,27,Mastercard,Debit (Prepaid),5670263614078854,2024-07-01,491,YES,1,61,2015-07-01,2015,No
4131,365,Mastercard,Debit,5858026767803910,2021-05-01,936,YES,2,8923,2004-08-01,2014,No
3191,50,Mastercard,Debit,5332822054530194,2020-07-01,842,YES,2,29474,2017-05-01,2017,No
5194,50,Mastercard,Debit,5735247274529263,2017-02-01,131,YES,2,25612,2010-10-01,2010,No
247,50,Visa,Credit,4319140159818945,2023-06-01,418,YES,2,12700,2010-01-01,2010,No
5471,50,Visa,Debit,4816947607499082,2021-02-01,329,NO,2,9781,2006-11-01,2014,No
1886,653,Visa,Credit,4219659798225505,2021-06-01,560,YES,2,12900,2020-02-01,2020,No
836,743,Visa,Debit,4492886045960839,2022-10-01,219,YES,1,20582,2020-01-01,2020,No
1026,743,Visa,Debit,4251505296439839,2023-11-01,630,YES,1,9998,2003-02-01,2010,No
1270,743,Mastercard,Debit,5434039936536227,2022-01-01,58,YES,1,11664,2011-02-01,2011,No
837,999,Visa,Debit,4176536655394795,2024-12-01,735,YES,2,27813,2020-01-01,2020,No
579,999,Mastercard,Credit,5084890972780156,2020-02-01,704,YES,2,11700,2020-01-01,2020,No
580,999,Mastercard,Debit,5776578098565133,2020-01-01,428,YES,1,19286,2020-01-01,2020,No
581,999,Mastercard,Debit,5938238674613511,2023-12-01,970,YES,1,22868,2020-01-01,2020,No
5396,940,Visa,Credit,4865215431636927,2018-04-01,389,YES,1,15400,2003-11-01,2009,No
273,940,Mastercard,Debit,5543612189896625,2024-09-01,0,YES,2,26534,2011-01-01,2011,No
3726,940,Amex,Credit,341920835415537,2011-02-01,577,YES,2,11100,2005-07-01,2012,No
5117,940,Mastercard,Debit,5790687100361013,2020-04-01,543,YES,3,7446,2008-10-01,2015,No
2047,940,Mastercard,Debit,5065594473717174,2020-01-01,573,NO,2,12607,2003-03-01,2015,No
2224,940,Mastercard,Debit,5712388411358845,2024-03-01,375,YES,2,1053,2009-03-01,2011,No
3986,534,Visa,Debit,4434834942514583,2021-04-01,392,YES,1,24424,2011-07-01,2011,No
3645,534,Visa,Debit,4620908286307575,2022-08-01,924,YES,2,22330,2019-06-01,2019,No
336,534,Visa,Debit,4357162101921894,2024-04-01,602,YES,2,32659,2014-01-01,2014,No
1615,1460,Mastercard,Debit,5404676809155780,2021-01-01,360,YES,1,8822,2020-02-01,2020,No
1887,1460,Visa,Debit,4536446657466641,2020-03-01,729,YES,1,3549,2020-02-01,2020,No
4068,59,Mastercard,Debit,5139260275619902,2018-12-01,356,YES,1,14939,2018-07-01,2018,No
1391,59,Mastercard,Debit (Prepaid),5366605660821200,2021-07-01,820,YES,2,56,2019-02-01,2019,No
1001,59,Mastercard,Credit,5722261582120036,2021-06-01,765,YES,2,8800,2002-02-01,2013,No
3658,59,Visa,Credit,4920403884145613,2020-08-01,862,YES,1,9300,2000-07-01,2008,No
5195,59,Mastercard,Credit,5287886813527779,2021-09-01,710,YES,1,6800,2010-10-01,2010,No
2087,59,Mastercard,Debit,5273002914346439,2020-03-01,208,YES,2,12210,2005-03-01,2009,No
1145,59,Mastercard,Debit,5731961436914517,2020-08-01,348,YES,2,6397,2008-02-01,2015,No
5084,1908,Mastercard,Debit (Prepaid),5729782750338524,2024-03-01,682,YES,1,92,2007-10-01,2007,No
2737,1908,Visa,Debit,4667494597335921,2016-04-01,716,YES,1,23053,2014-04-01,2014,No
5945,1908,Visa,Credit,4321453382786729,2024-11-01,699,YES,1,14900,2008-12-01,2011,No
2461,1908,Mastercard,Debit,5586848851452358,2021-12-01,999,YES,2,27046,2004-04-01,2015,No
4032,1908,Amex,Credit,375809277251923,2024-02-01,763,NO,1,2900,2015-07-01,2015,No
582,1436,Mastercard,Debit,5305112976234173,2022-12-01,182,YES,1,10427,2020-01-01,2020,No
1616,1436,Mastercard,Debit,5936573293417599,2020-02-01,173,YES,1,8163,2020-02-01,2020,No
1888,1436,Visa,Debit,4551396345815636,2021-10-01,834,YES,2,26599,2020-02-01,2020,No
1617,1436,Mastercard,Credit,5754933315571734,2024-08-01,524,YES,2,3600,2020-02-01,2020,No
583,1230,Mastercard,Debit (Prepaid),5644009999089881,2021-07-01,745,YES,2,68,2020-01-01,2020,No
1618,324,Mastercard,Debit,5946098082933887,2020-02-01,492,YES,1,37661,2020-02-01,2020,No
1889,324,Visa,Credit,4177846249033058,2024-08-01,974,YES,1,21400,2020-02-01,2020,No
1619,324,Mastercard,Debit,5014002698424637,2022-01-01,789,YES,2,31271,2020-02-01,2020,No
5007,992,Mastercard,Credit,5113385398145640,2011-03-01,64,YES,1,20800,2004-10-01,2007,No
4511,992,Mastercard,Credit,5848472394865253,2020-10-01,65,YES,2,9000,2001-09-01,2010,No
4928,992,Mastercard,Credit,5691724269449732,2024-03-01,70,NO,1,13100,1996-10-01,2012,No
3108,992,Visa,Debit,4374177951721878,2023-12-01,692,NO,2,23636,2011-05-01,2013,No
3647,198,Amex,Credit,308172687372686,2022-08-01,784,YES,1,8200,1998-07-01,2013,No
305,198,Visa,Credit,4539993816741443,2023-03-01,11,YES,1,6900,2012-01-01,2012,No
3177,198,Mastercard,Debit,5101124751213938,2022-11-01,652,YES,2,13689,2016-05-01,2016,No
584,1017,Mastercard,Debit,5826135241607424,2020-02-01,122,YES,2,5836,2020-01-01,2020,No
4638,1813,Mastercard,Credit,5920524223877097,2024-11-01,661,NO,1,12300,2007-09-01,2008,No
5196,1813,Mastercard,Credit,5098671138116677,2011-12-01,455,YES,1,7900,2010-10-01,2010,No
4591,1813,Visa,Credit,4281927270188113,2021-03-01,372,YES,1,13500,2005-09-01,2013,No
101,1813,Mastercard,Debit (Prepaid),5548793272738670,2024-04-01,233,YES,1,41,2006-01-01,2010,No
838,1989,Visa,Credit,4133581250475930,2022-10-01,896,YES,1,16400,2020-01-01,2020,No
2984,1989,Visa,Debit,4556637634817262,2023-03-01,126,YES,2,16293,2008-05-01,2009,No
4036,1989,Mastercard,Credit,5131036676128155,2024-08-01,342,YES,2,14300,2015-07-01,2015,No
3800,1989,Amex,Credit,387783458708691,2024-03-01,124,YES,1,21200,2007-07-01,2011,No
3128,1148,Visa,Debit,4536763812166738,2021-01-01,475,YES,1,11068,2012-05-01,2012,No
585,1148,Mastercard,Debit,5796942838820076,2021-10-01,291,NO,1,14835,2020-01-01,2020,No
5804,1148,Amex,Credit,310838708616037,2022-03-01,96,NO,2,9300,2004-12-01,2014,No
1286,1148,Visa,Credit,4074614873243599,2020-12-01,16,YES,1,9400,2011-02-01,2011,No
4132,872,Mastercard,Debit,5495672050218584,2022-02-01,792,YES,1,12566,2004-08-01,2015,No
3131,872,Discover,Credit,6591224063219779,2020-10-01,174,YES,2,4100,2013-05-01,2013,No
5609,872,Mastercard,Credit,5418010568255294,2018-06-01,205,YES,2,7400,2010-11-01,2012,No
5064,872,Visa,Credit,4361264242552157,2021-12-01,440,YES,2,4200,2006-10-01,2011,No
5933,458,Mastercard,Debit,5915885449164037,2022-10-01,744,YES,1,14388,2008-12-01,2015,No
4177,458,Mastercard,Debit (Prepaid),5855592283767121,2020-12-01,132,YES,1,63,2006-08-01,2014,No
2484,920,Mastercard,Credit,5388350141546014,2020-01-01,278,YES,2,8100,2005-04-01,2008,No
3113,920,Amex,Credit,341587958222262,2024-06-01,281,YES,2,10000,2012-05-01,2012,No
2758,1598,Discover,Credit,6844863173851964,2024-11-01,435,YES,2,8700,2016-04-01,2016,No
3889,1598,Mastercard,Debit,5517394959961406,2023-10-01,758,NO,2,11900,2009-07-01,2010,No
4776,1598,Mastercard,Credit,5631203582527418,2023-10-01,995,YES,1,5700,2010-09-01,2015,No
1348,1598,Visa,Credit,4530836617790002,2022-06-01,596,YES,2,3400,2014-02-01,2014,No
4657,1598,Discover,Credit,6755650709292906,2023-05-01,220,YES,2,5300,2008-09-01,2011,No
4933,1876,Mastercard,Debit,5098350921641458,2023-04-01,974,YES,1,16082,1998-10-01,2010,No
3315,1876,Mastercard,Debit,5986700523468552,2020-12-01,317,YES,1,21552,2006-06-01,2006,No
5708,1876,Mastercard,Debit,5705118094307247,2022-08-01,295,YES,1,29037,2015-11-01,2015,No
2881,1876,Mastercard,Debit,5865202589439156,2006-12-01,927,YES,2,19107,2005-05-01,2005,No
5051,1876,Mastercard,Debit,5920582128586067,2012-03-01,387,YES,2,26562,2006-10-01,2008,No
4503,1876,Discover,Credit,6208549056774201,2020-06-01,325,YES,1,9800,2000-09-01,2011,No
839,412,Visa,Credit,4867749358306187,2023-05-01,503,YES,2,13000,2020-01-01,2020,No
586,412,Mastercard,Debit,5356595125371375,2020-02-01,118,YES,2,14733,2020-01-01,2020,No
1620,412,Mastercard,Debit,5652463737028904,2020-02-01,322,YES,2,7476,2020-02-01,2020,No
587,412,Mastercard,Debit (Prepaid),5620630869634949,2024-02-01,155,YES,2,60,2020-01-01,2020,No
2088,190,Mastercard,Debit,5442893744984249,2019-06-01,926,YES,2,29471,2005-03-01,2011,No
2496,190,Visa,Credit,4273233611719444,2014-10-01,602,YES,1,17700,2005-04-01,2010,No
3851,190,Mastercard,Debit,5036287741782216,2023-04-01,791,YES,2,11969,2008-07-01,2008,No
3363,190,Visa,Debit,4685370244169283,2022-04-01,311,YES,2,7946,2007-06-01,2014,No
4621,190,Visa,Debit (Prepaid),4616391251053035,2011-06-01,600,YES,1,41,2006-09-01,2017,No
4989,163,Mastercard,Debit,5017276941811863,2023-09-01,728,YES,1,12873,2003-10-01,2008,No
2462,163,Mastercard,Debit,5113638843250393,2023-09-01,734,YES,1,17629,2004-04-01,2012,No
588,567,Mastercard,Debit,5819953308753509,2024-12-01,978,YES,1,6497,2020-01-01,2020,No
589,567,Mastercard,Debit (Prepaid),5461501204746611,2021-07-01,921,YES,1,67,2020-01-01,2020,No
5309,567,Visa,Credit,4172901867929023,2021-06-01,815,YES,1,3300,2015-10-01,2015,No
2513,503,Visa,Debit (Prepaid),4338179283608637,2022-01-01,479,YES,2,85,2006-04-01,2010,No
1088,503,Mastercard,Debit (Prepaid),5499438981291346,2020-06-01,547,NO,1,39,2006-02-01,2006,No
5290,469,Mastercard,Debit,5317963113167475,2023-08-01,60,YES,1,26162,2014-10-01,2014,No
2686,469,Visa,Credit,4499974645760874,2024-12-01,556,YES,1,13700,2011-04-01,2014,No
2619,469,Visa,Debit,4855184148394849,2022-01-01,646,YES,2,31504,2009-04-01,2014,No
4178,469,Mastercard,Debit,5095105587832290,2009-04-01,488,YES,2,9010,2006-08-01,2007,No
3164,1851,Mastercard,Debit,5716512774333391,2024-07-01,690,YES,1,64059,2015-05-01,2015,No
5026,1851,Mastercard,Debit (Prepaid),5128224925042600,2021-03-01,416,YES,2,62,2005-10-01,2008,No
5528,1851,Mastercard,Debit,5841318855882805,2018-09-01,598,NO,2,29601,2008-11-01,2011,No
3890,1851,Mastercard,Credit,5806437154431806,2012-11-01,9,YES,1,21800,2009-07-01,2014,No
6003,1851,Mastercard,Debit,5094889405071154,2022-05-01,229,YES,2,49790,2010-12-01,2010,No
4061,1523,Visa,Debit,4219882258727403,2020-01-01,656,YES,1,13438,2017-07-01,2017,No
2262,1523,Visa,Credit,4821384154009946,2024-09-01,7,YES,1,9600,2010-03-01,2011,No
5509,1523,Visa,Credit,4104821247175147,2021-07-01,10,YES,1,6300,2007-11-01,2007,No
4521,1523,Mastercard,Debit,5315137645798994,2023-04-01,777,YES,1,12348,2002-09-01,2008,No
590,35,Mastercard,Debit,5521656165067355,2020-07-01,771,YES,1,9632,2020-01-01,2020,No
1621,35,Mastercard,Debit,5614214525430856,2024-08-01,54,YES,2,9490,2020-02-01,2020,No
591,35,Mastercard,Debit,5745960951909793,2024-01-01,921,NO,2,32399,2020-01-01,2020,No
2590,317,Visa,Debit,4367233384706347,2015-11-01,188,NO,2,12810,2008-04-01,2008,No
4578,317,Mastercard,Credit,5843002193982556,2012-09-01,247,YES,2,9300,2005-09-01,2014,No
5411,317,Mastercard,Debit,5285092902484419,2017-10-01,930,YES,2,7564,2004-11-01,2016,No
4459,1195,Visa,Debit,4044587617721396,2021-11-01,838,YES,1,22765,2016-08-01,2016,No
3309,1195,Discover,Credit,6308747644809116,2021-10-01,62,YES,1,11300,2006-06-01,2012,No
131,1195,Mastercard,Debit,5516369728570927,2022-10-01,822,YES,1,10369,2007-01-01,2011,No
26,1195,Mastercard,Credit,5899977049289049,2020-10-01,747,YES,2,10200,2002-01-01,2011,No
3020,1195,Visa,Credit,4213819030854815,2024-06-01,692,YES,2,12100,2009-05-01,2019,No
3219,1195,Visa,Debit,4896500420485745,2020-03-01,197,YES,2,15409,2000-06-01,2017,No
1195,1238,Visa,Credit,4892840339331137,2024-07-01,127,YES,2,22500,2009-02-01,2012,No
592,1238,Mastercard,Credit,5671490114250433,2020-01-01,534,NO,3,6700,2020-01-01,2020,No
4301,432,Visa,Debit,4621289769533601,2022-03-01,629,YES,2,842,2009-08-01,2009,No
3005,432,Mastercard,Debit,5087574290944963,2009-08-01,540,YES,2,10049,2009-05-01,2009,No
2645,432,Mastercard,Debit,5469440611983411,2018-06-01,723,YES,2,11625,2010-04-01,2012,No
2646,432,Mastercard,Credit,5944277345824239,2021-11-01,689,YES,2,5800,2010-04-01,2011,No
1146,432,Mastercard,Debit,5515952308018882,2020-02-01,490,NO,3,17515,2008-02-01,2010,No
1890,1082,Visa,Debit,4556029140337815,2024-07-01,537,YES,2,1696,2020-02-01,2020,No
5187,1082,Discover,Credit,6713198244025271,2010-10-01,952,YES,2,11400,2010-10-01,2011,No
3308,1082,Visa,Credit,4609569293297684,2020-07-01,165,YES,2,10600,2005-06-01,2017,No
3925,120,Discover,Credit,6960133989364222,2010-12-01,808,NO,1,21500,2010-07-01,2010,No
5813,120,Mastercard,Debit,5988465973991532,2021-10-01,869,YES,2,32784,2004-12-01,2008,No
3806,120,Mastercard,Debit,5477771408952435,2022-04-01,980,YES,2,13510,2007-07-01,2016,No
3558,120,Visa,Credit,4275721419388991,2012-08-01,125,YES,1,14000,2012-06-01,2012,No
5610,1289,Mastercard,Debit (Prepaid),5477226022582793,2018-04-01,961,NO,3,38,2010-11-01,2013,No
1891,1502,Visa,Debit,4361413457601347,2020-09-01,932,NO,1,28471,2020-02-01,2020,No
593,1502,Mastercard,Debit,5102512406568371,2023-12-01,196,YES,2,33833,2020-01-01,2020,No
3655,1497,Visa,Debit,4255117392431602,2020-04-01,582,NO,2,14751,1999-07-01,2012,No
3999,1047,Mastercard,Debit,5909062238371484,2024-04-01,211,YES,1,27268,2012-07-01,2012,No
1411,1047,Amex,Credit,346964605654298,2020-02-01,530,YES,1,16400,2020-02-01,2020,No
4639,0,Mastercard,Credit,5802759460691737,2019-12-01,312,YES,1,17600,2007-09-01,2014,No
1271,0,Mastercard,Debit,5050211780967429,2021-04-01,316,YES,2,31490,2011-02-01,2011,No
1622,0,Mastercard,Debit,5691786126216800,2021-06-01,451,YES,2,31008,2020-02-01,2020,No
1623,0,Mastercard,Debit,5472791324252431,2020-04-01,138,YES,2,25558,2020-02-01,2020,No
1112,351,Mastercard,Debit (Prepaid),5348108239138924,2023-11-01,893,YES,2,54,2007-02-01,2010,No
1043,351,Visa,Credit,4839347876295447,2024-03-01,844,YES,1,7200,2004-02-01,2015,No
2664,351,Visa,Debit,4760435386907937,2022-01-01,2,YES,2,5080,2010-04-01,2010,No
431,351,Discover,Credit,6553992478482052,2020-01-01,897,YES,1,2700,2020-01-01,2020,No
4512,351,Mastercard,Debit,5025292542824623,2021-04-01,264,YES,2,9278,2001-09-01,2011,No
2244,351,Discover,Credit,6898335342234639,2022-03-01,107,YES,1,6000,2010-03-01,2016,No
299,1797,Mastercard,Debit,5586398791957987,2022-03-01,828,YES,1,27243,2012-01-01,2012,No
1127,1797,Visa,Debit,4777281869545650,2017-02-01,256,YES,2,23237,2007-02-01,2009,No
5660,1797,Visa,Debit,4144623277980192,2022-10-01,645,YES,2,16008,2011-11-01,2011,No
300,1797,Mastercard,Debit,5535701151074664,2022-02-01,987,YES,1,16279,2012-01-01,2012,No
4853,1797,Mastercard,Debit,5669514318855142,2014-11-01,958,NO,1,16003,2013-09-01,2013,No
4206,1386,Mastercard,Debit,5695114787068183,2021-02-01,881,YES,2,5488,2007-08-01,2014,No
1892,1122,Visa,Debit,4998267438899183,2020-02-01,675,YES,1,45222,2020-02-01,2020,No
